,episode_reward,episode_steps,episode_duration,episode_exploration_rate,episode_states_entropy,cpu_memory,gpu_memory
0,-20.0,887,0.4155557155609131,0.009999999999999995,0,484474880,0
1,-20.0,1071,0.5064551830291748,0.010008999550014996,0,521588736,0
